PREFERRED_ABBRV|PREFERRED_FULL|PREFERRED_NLMID|PREFERRED_ISSN_PRINT|PREFERRED_ISSN_ONLINE|START_YEAR|END_YEAR|FULL_TRAIL_LENGTH|FULL_TRAIL
ISM|ISM ... : ... IEEE International Symposium on Multimedia ... : proceedings. IEEE International Symposium on Multimedia|101554647|||200u|uuuu|0|
Online J Biol Sci|OnLine journal of biological sciences|101554657||1608-4217|2uuu|uuuu|0|
Int J Soil Sediment Water|The international journal of soil, sediment and water : documenting the cutting edge of environmental stewardship|101554658||1940-3259|2008|uuuu|0|
Open Pathol J|The open pathology journal|101554662||1874-3757|2007|uuuu|0|
R J|The R journal|101554666||2073-4859|2009|uuuu|0|
Transl Behav Med|Translational behavioral medicine|101554668|1869-6716|1613-9860|2011|uuuu|0|
Freshw Rev|Freshwater reviews : a journal of the Freshwater Biological Association|101554712|1755-084X||2008|uuuu|0|
J Entomol Soc B C|Journal of the Entomological Society of British Columbia. Entomological Society of British Columbia|101554818|0071-0733||1966|uuuu|0|
Cardiorenal Med|Cardiorenal medicine|101554863|1664-3828|1664-5502|2011|uuuu|0|
Int J Clin Pharm|International journal of clinical pharmacy|101554912|2210-7703|2210-7711|1979|2010|2|Pharm Weekbl Sci (7907992) -Continued by-> Pharm World Sci (9307352) -Continued by-> Int J Clin Pharm (101554912)
Trends Cell Mol Biol|Trends in cell & molecular biology|101554926|0972-8449||2005|uuuu|0|
N Am J Psychol|North American journal of psychology|101554946|1527-7143||1999|uuuu|0|
World Acad Sci Eng Technol|World academy of science, engineering and technology|101554947|2010-376X|2010-3778|2005|uuuu|0|
Toxicol Environ Health Sci|Toxicology and environmental health sciences|101554948|2005-9752||2009|uuuu|0|
Health Technol (Berl)|Health and technology|101554994|2190-7188|2190-7196|2011|uuuu|0|
J Math Pures Appl|Journal de mathematiques pures et appliquees|101555101|0021-7824|1776-3371|1836|uuuu|0|
J Cancer Ther|Journal of cancer therapy|101555104|2151-1934|2151-1942|2009|uuuu|0|
J Online Learn Teach|Journal of online learning and teaching / MERLOT|101555105||1558-9528|2005|uuuu|0|
J Sports Econom|Journal of sports economics|101555106|1527-0025|1552-7794|2000|uuuu|0|
J Stat Educ|Journal of statistics education : an international journal on the teaching and learning of statistics|101555108||1069-1898|1993|uuuu|0|
Open Cell Signal J|The open cell signaling journal|101555349||1876-3901|2009|uuuu|0|
Rev Belge Med Dent (1984)|Revue belge de medecine dentaire|101555375|0775-0293||1983|uuuu|0|
BMC Biophys|BMC biophysics|101555455||2046-1682|2008|2010|1|PMC Biophys (101474857) -Continued by-> BMC Biophys (101555455)
Bonn Zool Bull|Bonn zoological bulletin|101555532|2190-7307||2010|uuuu|0|
Front Life Sci|Frontiers in life science|101555676|2155-3769|2155-3777|2007|2010|1|HFSP J (101299182) -Continued by-> Front Life Sci (101555676)
Indian J Endocrinol Metab|Indian journal of endocrinology and metabolism|101555690|2230-8210|2230-9500|1997|uuuu|0|
Ther Adv Psychopharmacol|Therapeutic advances in psychopharmacology|101555693|2045-1253|2045-1261|2011|uuuu|0|
Front Endocrinol (Lausanne)|Frontiers in endocrinology|101555782||1664-2392|2010|uuuu|0|
Materials (Basel)|Materials|101555929||1996-1944|2008|uuuu|0|
Multimed Tools Appl|Multimedia tools and applications|101555932|1380-7501|1573-7721|1995|uuuu|0|
Pain Manag|Pain management|101555934|1758-1869|1758-1877|2011|uuuu|0|
Asian Herpetol Res|Asian Herpetological Research|101556146|2095-0357||2010|uuuu|0|
Bacteriophage|Bacteriophage|101556174|2159-7073|2159-7081|2011|uuuu|0|
Cell Logist|Cellular logistics|101556177|2159-2780|2159-2799|2011|uuuu|0|
Proc Am Math Soc|Proceedings of the American Mathematical Society. American Mathematical Society|101556199|0002-9939|1088-6826|1950|uuuu|0|
Res Rep Biol|Research and reports in biology|101556207||1179-7274|2010|uuuu|0|
Chronic Dis Inj Can|Chronic diseases and injuries in Canada|101556266|1925-6515|1925-6523|1980|2011|1|Chronic Dis Can (8506870) -Continued by-> Chronic Dis Inj Can (101556266)
Transl Endocrinol Metab|Translational endocrinology & metabolism|101556468|1948-9536|1948-9544|2010|uuuu|0|
VLDB J|The VLDB journal : very large data bases : a publication of the VLDB Endowment|101556484|1066-8888|0949-877X|1992|uuuu|0|
Diabetes Metab J|Diabetes & metabolism journal|101556588|2233-6079|2233-6087|2008|2010|1|Korean Diabetes J (101477168) -Continued by-> Diabetes Metab J (101556588)
Kyklos (Oxford)|Kyklos : international review for social sciences|101556673|0023-5962|1467-6435|1947|uuuu|0|
Organon F (Bratisl)|Organon F|101556686|1335-0668||1994|uuuu|0|
Osterr Z Pilzkd|Osterreichische Zeitschrift fur Pilzkunde|101556695|1021-2450||1992|uuuu|0|
Hematol Rep|Hematology reports|101556723|2038-8322|2038-8330|2010|uuuu|0|
J Evid Based Complementary Altern Med|Journal of evidence-based complementary & alternative medicine|101556804|2156-5872|2156-5899|2011|uuuu|0|
Procedia Environ Sci|Procedia environmental sciences|101556816||1878-0296|2010|uuuu|0|
Fuel (Lond)|Fuel (London, England)|101556828|0016-2361|1873-7153|1948|uuuu|0|
Suisan Zoshoku|Suisan zoshoku|101556841|0371-4217||1953|uuuu|0|
Commun Nonlinear Sci Numer Simul|Communications in nonlinear science & numerical simulation|101556844|1007-5704|1878-7274|1996|uuuu|0|
J Pharm Res|Journal of pharmacy research|101556893||0974-6943|2008|uuuu|0|
Binocul Vis Strabolog Q Simms Romano|Binocular vision & strabology quarterly, Simms-Romano's|101556982|2160-5351|2160-5904|1996|2010|1|Binocul Vis Strabismus Q (9607281) -Continued by-> Binocul Vis Strabolog Q Simms Romano (101556982)
MUM Int Conf Mob Ubiquitous Multimed|MUM ... : proceedings of the ... International Conference on Mobile and Ubiquitous Multimedia. International Conference on Mobile and Ubiquitous Multimedia|101557123|||2002|uuuu|0|
Pulm Circ|Pulmonary circulation|101557243|2045-8932|2045-8940|2011|uuuu|0|
J Polym Environ|Journal of polymers and the environment|101557322|1566-2543||2000|uuuu|0|
Nat Clim Chang|Nature climate change|101557419|1758-678X|1758-6798|2010|uuuu|0|
IMA Fungus|IMA fungus|101557546|2210-6340|2210-6359|2010|uuuu|0|
Innov Food Sci Emerg Technol.|Innovative food science & emerging technologies : IFSET : the official scientific journal of the European Federation of Food Science and Technology|101557601|1466-8564|1878-5522|2000|uuuu|0|
Plant Ecol Evol|Plant ecology and evolution|101557667|2032-3913|2032-3921|2010|uuuu|0|
Asian Pac J Trop Biomed|Asian Pacific journal of tropical biomedicine|101557706|2221-1691||2011|uuuu|0|
J Gastrointest Oncol|Journal of gastrointestinal oncology|101557751|2078-6891|2219-679X|2010|uuuu|0|
Int Public Health J|International public health journal|101557754|1947-4989||2009|uuuu|0|
J Fish Aquat Sci|Journal of fisheries and aquatic science|101557818|1816-4927|1996-0751|2005|uuuu|0|
Int J Chem|International journal of chemistry|101557963|1916-9698||2009|uuuu|0|
Int J Pers Cent Med|International journal of person centered medicine|101557971|2043-7730|2043-7749|2011|uuuu|0|
J Chem Pharm Res|Journal of chemical and pharmaceutical research|101557976||0975-7384|2009|uuuu|0|
J Map Geogr Libr|Journal of map & geography libraries|101557978|1542-0353|1542-0361|2004|uuuu|0|
LIA|LIA|101558040|1879-7865|1879-7873|2010|uuuu|0|
C R Palevol|Comptes rendus. Palevol|101558072|1631-0683|1777-571X|2002|uuuu|0|
Bioimpacts|BioImpacts : BI|101558125|2228-5652|2228-5660|2011|uuuu|0|
Geriatr Orthop Surg Rehabil|Geriatric orthopaedic surgery & rehabilitation|101558150|2151-4585|2151-4593|2010|uuuu|0|
Neurohospitalist|The Neurohospitalist|101558199|1941-8744|1941-8752|2011|uuuu|0|
Lang Res|Language research|101558276|0254-4474||1965|uuuu|0|
Pract Radiat Oncol|Practical radiation oncology|101558279|1879-8500||2011|uuuu|0|
Prog Mater Sci|Progress in materials science|101558282|0079-6425|1873-2208|1961|uuuu|0|
Recent Adv Res Updat|Recent advances & research updates|101558288|0972-4699||2000|uuuu|0|
Semant Pragmat|Semantics and pragmatics|101558289||1937-8912|2008|uuuu|0|
J Nutr Gerontol Geriatr|Journal of nutrition in gerontology and geriatrics|101558292|2155-1197|2155-1200|1980|2010|1|J Nutr Elder (8208739) -Continued by-> J Nutr Gerontol Geriatr (101558292)
Work Employ Soc|Work, employment & society : a journal of the British Sociological Association|101558297|0950-0170|1469-8722|1987|uuuu|0|
J Biomater Nanobiotechnol|Journal of biomaterials and nanobiotechnology|101558341|2158-7027|2158-7043|2010|uuuu|0|
Insight J|The insight journal|101558367||2327-770X|2005|uuuu|0|
Knowl Manag Aquat Ecosyst|Knowledge and management of aquatic ecosystems|101558373||1961-9502|2008|uuuu|0|
J Soc Social Work Res|Journal of the Society for Social Work and Research|101558405||1948-822X|2010|uuuu|0|
J Biom Biostat|Journal of biometrics & biostatistics|101558406||2155-6180|2010|uuuu|0|
J Clin Exp Ophthalmol|Journal of clinical & experimental ophthalmology|101558412||2155-9570|2010|uuuu|0|
Inf Disp (1975)|Information display|101558436|0362-0972||1975|uuuu|0|
Neurosci Med|Neuroscience and medicine|101558459|2158-2912|2158-2947|2010|uuuu|0|
Stigma Res Action|Stigma research and action|101558471||2210-5174|2011|uuuu|0|
Subst Abuse Rehabil|Substance abuse and rehabilitation|101558476||1179-8467|2010|uuuu|0|
J Dent Oral Hyg|Journal of dentistry and oral hygiene|101558489||2141-2472|2009|uuuu|0|
J Integr OMICS|Journal of integrated OMICS|101558505||2182-0287|2011|uuuu|0|
J Lab Autom|Journal of laboratory automation|101558509||2211-0682|1998|2010|1|JALA Charlottesv Va (101189541) -Continued by-> J Lab Autom (101558509)
J Micro Nanolithogr MEMS MOEMS|Journal of micro/nanolithography, MEMS, and MOEMS : JM3|101558516|1932-5150|1932-5134|2007|uuuu|0|
J Stud Aff Res Pract|Journal of student affairs research and practice|101558561|1949-6591|1949-6605|2010|uuuu|0|
Australas Med J|The Australasian medical journal|101558564||1836-1935|2008|uuuu|0|
J Urban Aff|Journal of urban affairs|101558571|0735-2166|1467-9906|1981|uuuu|0|
Appl Med Inform|Applied medical informatics|101558574|1224-5593|2067-7855|1995|uuuu|0|
Rev Derecho Genoma Hum|Revista de derecho y genoma humano = Law and the human genome review / Catedra de Derecho y Genoma Humano/Fundacion BBV-Diputacion Foral de Bizkaia|101558644|1134-7198||1994|uuuu|0|
J Cogn Psychol (Hove)|Journal of cognitive psychology (Hove, England)|101558670|2044-5911|2044-592X|1989|2010|1|Eur J Cogn Psychol (8914631) -Continued by-> J Cogn Psychol (Hove) (101558670)
Neuropsychiatry (London)|Neuropsychiatry|101558757|1758-2008|1758-2016|2011|uuuu|0|
Pulm Med|Pulmonary medicine|101558762|2090-1836|2090-1844|2010|uuuu|0|
ISRN Obstet Gynecol|ISRN obstetrics and gynecology|101558763|2090-4436|2090-4444|2011|2014|0|
Pharmacognosy Res|Pharmacognosy research|101558769|0976-4836|0974-8490|2009|uuuu|0|
Iran J Nurs Midwifery Res|Iranian journal of nursing and midwifery research|101558775|1735-9066|2228-5504|2007|uuuu|0|
Western Pac Surveill Response J|Western Pacific surveillance and response journal : WPSAR|101558993|2094-7321|2094-7313|2010|uuuu|0|
Curr Top Biochem Res|Current topics in biochemical research|101559021|0972-4583||1999|uuuu|0|
Eur J Psychotraumatol|European journal of psychotraumatology|101559025||2000-8066|2010|uuuu|0|
Orthodontics (Chic.)|Orthodontics : the art and practice of dentofacial enhancement|101559040|2160-2999|2160-3006|2011|uuuu|0|
Electrofisiol Arritm|Electrofisiologia & arritmias|101559042|1851-7595||2008|uuuu|0|
Footwear Sci|Footwear science|101559077|1942-4280|1942-4299|2009|uuuu|0|
J Conchol|Journal of conchology|101559138|0022-0019||1879|uuuu|0|
ASCILITE Annu Conf|ASCILITE ... annual conference / Australian Society for Computers in Learning in Tertiary Education|101559142|||1984|uuuu|0|
Curr Protoc Chem Biol|Current protocols in chemical biology|101559235||2160-4762|2009|uuuu|0|
Corros Sci|Corrosion science|101559246|0010-938X|1879-0496|1961|uuuu|0|
Imaging Sci Dent|Imaging science in dentistry|101559249|2233-7822|2233-7830|2011|uuuu|0|
Open Womens Health J|The open women's health journal|101559261||1874-2912|2007|uuuu|0|
Bol Asoc Herpetol Esp|Boletin de la Asociacion Herpetologica Espanola|101559375|1130-6939||199u|uuuu|0|
J Gastric Cancer|Journal of gastric cancer|101559430|2093-582X|2093-5641|2010|uuuu|0|
Nor J Entomol (1999)|Norwegian journal of entomology (Oslo, Norway : 1999)|101559551|1501-8415||1999|uuuu|0|
Catrina Int J Environ Sci|Catrina : the international journal of environmntal sciences|101559552|1687-5052|2090-2786|2006|uuuu|0|
Int J Pharma Bio Sci|International journal of pharma and bio sciences|101559697||0975-6299|2010|uuuu|0|
ACM Trans Access Comput|ACM transactions on accessible computing|101559830|1936-7228|1936-7236|2008|uuuu|0|
Adv Comput Math|Advances in computational mathematics|101559836|1019-7168|1572-9044|1993|uuuu|0|
Adv Math (N Y)|Advances in mathematics|101559840|0001-8708|1090-2082|1965|uuuu|0|
Antropologia (Rome)|Antropologia (Rome, Italy)|101559967|||2001|uuuu|0|
Shanghai Hai Yang Da Xue Xue Bao|Shanghai hai yang da xue xue bao|101560090|1674-5566||2009|uuuu|0|
Child Dev Res|Child development research|101560112|2090-3995|2090-3987|2011|uuuu|0|
CEUR Workshop Proc|CEUR workshop proceedings|101560115||1613-0073|1995|uuuu|0|
Jiangsu nong ye xue bao|Jiangsu nong ye xue bao = Journal of agricultural sciences|101560122|1000-4440||1985|uuuu|0|
Media Peternakan Fakultas Peternakan Institut Pertanian Bogor|Media Peternakan|101560147|2087-4634||2010|uuuu|0|
Comput Sci Discov|Computational science & discovery|101560163||1749-4699|2008|uuuu|0|
J Surg Case Rep|Journal of surgical case reports|101560169||2042-8812|2010|uuuu|0|
Du Bois Rev|Du Bois review : social science research on race|101560184|1742-058X|1742-0598|2004|uuuu|0|
Tap Chi Y Hoc Du Phong|Tap chi y hoc du phong = Journal of preventive medicine / Hoi y hoc du phong Viet Nam|101560191|0868-2836||200u|uuuu|0|
Misc Publ Mus Zool Univ Mich|Miscellaneous publications (University of Michigan. Museum of Zoology)|101560235|0076-8405||1916|uuuu|0|
Curr Trends Med Chem|Current trends in medicinal chemistry|101560236|||200u|uuuu|0|
Crit Rev (N Y)|Critical review (New York, N.Y.)|101560239|0891-3811|1933-8007|1987|uuuu|0|
J Data Mining Genomics Proteomics|Journal of data mining in genomics & proteomics|101560244||2153-0602|2010|uuuu|0|
J Pension Econ Financ|Journal of pension economics & finance|101560254|1474-7472|1475-3022|2002|uuuu|0|
Interv Psicosoc|Intervencion psicosocial|101560257|1132-0559|2173-4712|1992|uuuu|0|
Top Antivir Med|Topics in antiviral medicine|101560274|2161-5861|2161-5853|199u|2010|1|Top HIV Med (100954650) -Continued by-> Top Antivir Med (101560274)
Curr Protoc Mouse Biol|Current protocols in mouse biology|101560384||2161-2617|2011|uuuu|0|
Plant Diversity Resour|Plant diversity and resources|101560393|2095-0845||1979|2010|1|Yunnan Zhi Wu Yan Jiu (100955304) -Continued by-> Plant Diversity Resour (101560393)
J AIDS HIV Res|Journal of AIDS and HIV research (Online)|101560505||2141-2359|2009|uuuu|0|
Probl Radiac Med Radiobiol|Problemy radiatsiinoi medytsyny ta radiobiolohii|101560511|2304-8336|2313-4607|200u|uuuu|0|
Anjisuan He Shengwu Ziyuan|Anjisuan he shengwu ziyuan = Amino acids & biotic resources|101560550|1006-8376||1995|uuuu|0|
Clinicoecon Outcomes Res|ClinicoEconomics and outcomes research : CEOR|101560564||1178-6981|2009|uuuu|0|
Clin Obes|Clinical obesity|101560587|1758-8103|1758-8111|2011|uuuu|0|
J Med Person|Journal of medicine and the person|101560600|2035-9411|2036-3877|2003|uuuu|0|
Front Genet|Frontiers in genetics|101560621||1664-8021|2010|uuuu|0|
ISRN Dent|ISRN dentistry|101560640|2090-4371|2090-438X|2011|2014|0|
ISRN Org Chem|ISRN organic chemistry|101560651|2090-5149|2090-5157|2011|2014|0|
J Discrete Algorithms (Amst)|Journal of discrete algorithms (Amsterdam, Netherlands)|101560679|1570-8667|1570-8675|2003|uuuu|0|
Lab Anim Res|Laboratory animal research|101560684|1738-6055|2233-7660|2005|uuuu|0|
J Surg Radiol|Journal of surgical radiology|101560687|2156-213X|2156-4566|2010|uuuu|0|
Metacogn Learn|Metacognition and learning|101560695|1556-1623|1556-1631|2006|uuuu|0|
J Transp Eng|Journal of transportation engineering / American Society of Civil Engineers|101560934|0733-947X|1943-5436|1983|uuuu|0|
Can Med Educ J|Canadian medical education journal|101560935||1923-1202|2010|uuuu|0|
Curr Opin Virol|Current opinion in virology|101560941|1879-6257|1879-6265|2011|uuuu|0|
EJNMMI Res|EJNMMI research|101560946||2191-219X|2011|uuuu|0|
Front Immunol|Frontiers in immunology|101560960||1664-3224|2010|uuuu|0|
IET Comput Digit Tech|IET computers & digital techniques / IET|101560964|1751-8601|1751-861X|2007|uuuu|0|
Int Conf Pervasive Comput Technol Healthc|International Conference on Pervasive Computing Technologies for Healthcare : [proceedings]. International Conference on Pervasive Computing Technologies for Healthcare|101560994|2153-1633|2153-1641|2008|uuuu|0|
Int J Soc Syst Sci|International journal of society systems science|101561026|1756-2511|1756-252X|2008|uuuu|0|
J Adv Dielectr|Journal of advanced dielectrics|101561030|2010-135X|2010-1368|2011|uuuu|0|
J Biotechnol Biomater|Journal of biotechnology & biomaterials|101561033||2155-952X|2010|uuuu|0|
J Clin Res Bioeth|Journal of clinical research & bioethics|101561039||2155-9627|2010|uuuu|0|
Epidemiol Psychiatr Sci|Epidemiology and psychiatric sciences|101561091|2045-7960|2045-7979|1992|2010|1|Epidemiol Psichiatr Soc (9501447) -Continued by-> Epidemiol Psychiatr Sci (101561091)
Skelet Muscle|Skeletal muscle|101561193||2044-5040|2011|uuuu|0|
Cell Biosci|Cell & bioscience|101561195||2045-3701|2011|uuuu|0|
J Orofac Sci|Journal of orofacial sciences|101561197|0975-8844|2320-4737|2009|uuuu|0|
DICTA|DICTA : digital image computing : techniques and applications. Australian Pattern Recognition Society. Conference|101561207|||2005|uuuu|0|
J Nanomater|Journal of nanomaterials|101561209|1687-4110|1687-4129|2006|uuuu|0|
Nurs Res Pract|Nursing research and practice|101561211|2090-1429|2090-1437|2010|uuuu|0|
Res Comput Mol Biol|Research in computational molecular biology : ... Annual International Conference, RECOMB ... : proceedings. RECOMB (Conference : 2005-)|101561258|||2005|uuuu|0|
Gard Bull (Singapore)|The Gardens' bulletin, Singapore|101561318|0374-7859||1942|uuuu|0|
Proc IAPR Int Conf Pattern Recogn|Proceedings of the ... IAPR International Conference on Pattern Recognition / sponsored by the International Association for Pattern Recognition in cooperation with the IEEE Computer Society ... [et al]. International Conference on Patt...|101561330|||1994|uuuu|0|
